在“他给她关于自己的书”这句话中，自己指的是	f:0.5000001639127731	m:0.4999998360872269
在“他给她关于自己的信”这句话中，自己指的是	f:0.5000001639127731	m:0.4999998360872269
在“他给她关于自己的结果”这句话中，自己指的是	f:0.5000000894069672	m:0.49999991059303284
在“他给她关于自己的问题”这句话中，自己指的是	f:0.5000000894069672	m:0.49999991059303284
在“他给她关于自己的话”这句话中，自己指的是	f:0.500000074505806	m:0.49999992549419403
在“他给她关于自己的成绩”这句话中，自己指的是	f:0.5000001937150955	m:0.4999998062849045
在“他给她关于自己的钱”这句话中，自己指的是	f:0.5000001341104507	m:0.4999998658895493
在“他给她关于自己的经验”这句话中，自己指的是	f:0.5000000894069672	m:0.49999991059303284
在“他给她关于自己的生日”这句话中，自己指的是	f:0.5000004023313522	m:0.49999959766864777
在“他给她关于自己的计划”这句话中，自己指的是	f:0.5000001639127731	m:0.4999998360872269
在“他给她关于自己的意见”这句话中，自己指的是	f:0.5000002682209015	m:0.4999997317790985
在“他给她关于自己的想法”这句话中，自己指的是	f:0.5000002384185791	m:0.49999976158142095
在“他送给她关于自己的书”这句话中，自己指的是	f:0.5000002682209015	m:0.4999997317790985
在“他送给她关于自己的信”这句话中，自己指的是	f:0.5000001639127731	m:0.4999998360872269
在“他送给她关于自己的结果”这句话中，自己指的是	f:0.5000001937150955	m:0.4999998062849045
在“他送给她关于自己的问题”这句话中，自己指的是	f:0.5000001639127731	m:0.4999998360872269
在“他送给她关于自己的话”这句话中，自己指的是	f:0.5000001639127731	m:0.4999998360872269
在“他送给她关于自己的成绩”这句话中，自己指的是	f:0.5000002533197403	m:0.49999974668025976
在“他送给她关于自己的钱”这句话中，自己指的是	f:0.5000001788139343	m:0.4999998211860657
在“他送给她关于自己的经验”这句话中，自己指的是	f:0.5000001341104507	m:0.4999998658895493
在“他送给她关于自己的生日”这句话中，自己指的是	f:0.5000004470348358	m:0.4999995529651642
在“他送给她关于自己的计划”这句话中，自己指的是	f:0.5000002384185791	m:0.49999976158142095
在“他送给她关于自己的意见”这句话中，自己指的是	f:0.5000003278255463	m:0.4999996721744538
在“他送给她关于自己的想法”这句话中，自己指的是	f:0.5000002533197403	m:0.49999974668025976
在“他告诉她关于自己的书”这句话中，自己指的是	f:0.5	m:0.5
在“他告诉她关于自己的信”这句话中，自己指的是	f:0.5000000298023224	m:0.4999999701976776
在“他告诉她关于自己的结果”这句话中，自己指的是	f:0.5000000447034836	m:0.4999999552965164
在“他告诉她关于自己的问题”这句话中，自己指的是	f:0.5000000149011612	m:0.4999999850988388
在“他告诉她关于自己的话”这句话中，自己指的是	f:0.5000000149011612	m:0.4999999850988388
在“他告诉她关于自己的成绩”这句话中，自己指的是	f:0.5000000298023224	m:0.4999999701976776
在“他告诉她关于自己的钱”这句话中，自己指的是	f:0.5000000149011612	m:0.4999999850988388
在“他告诉她关于自己的经验”这句话中，自己指的是	f:0.5000000149011612	m:0.4999999850988388
在“他告诉她关于自己的生日”这句话中，自己指的是	f:0.5000001192092896	m:0.49999988079071045
在“他告诉她关于自己的计划”这句话中，自己指的是	f:0.5	m:0.5
在“他告诉她关于自己的意见”这句话中，自己指的是	f:0.5000000894069672	m:0.49999991059303284
在“他告诉她关于自己的想法”这句话中，自己指的是	f:0.5000000298023224	m:0.4999999701976776
在“他通知她关于自己的书”这句话中，自己指的是	f:0.4999999552965164	m:0.5000000447034836
在“他通知她关于自己的信”这句话中，自己指的是	f:0.5	m:0.5
在“他通知她关于自己的结果”这句话中，自己指的是	f:0.5000000298023224	m:0.4999999701976776
在“他通知她关于自己的问题”这句话中，自己指的是	f:0.5000000149011612	m:0.4999999850988388
在“他通知她关于自己的话”这句话中，自己指的是	f:0.4999999850988388	m:0.5000000149011612
在“他通知她关于自己的成绩”这句话中，自己指的是	f:0.5000000149011612	m:0.4999999850988388
在“他通知她关于自己的钱”这句话中，自己指的是	f:0.4999999701976776	m:0.5000000298023224
在“他通知她关于自己的经验”这句话中，自己指的是	f:0.4999999552965164	m:0.5000000447034836
在“他通知她关于自己的生日”这句话中，自己指的是	f:0.5000000894069672	m:0.49999991059303284
在“他通知她关于自己的计划”这句话中，自己指的是	f:0.4999999701976776	m:0.5000000298023224
在“他通知她关于自己的意见”这句话中，自己指的是	f:0.5000000894069672	m:0.49999991059303284
在“他通知她关于自己的想法”这句话中，自己指的是	f:0.5000000596046448	m:0.4999999403953552
在“他寄给她关于自己的书”这句话中，自己指的是	f:0.5000002235174179	m:0.49999977648258215
在“他寄给她关于自己的信”这句话中，自己指的是	f:0.5000002384185791	m:0.49999976158142095
在“他寄给她关于自己的结果”这句话中，自己指的是	f:0.5000001788139343	m:0.4999998211860657
