接着她又分析[MASK]自己——她觉得她自己的思想，和她现在的生活和所处的地位是完全相反的。   她   她分析自己	f:0.6334796025475945	m:0.36652039745240556
她屡次问[MASK]自己。    她   她问自己	m:0.5010713068672653	f:0.4989286931327347
她怕[MASK]自己。  她   她怕自己	m:0.5027888034910172	f:0.49721119650898277
她问[MASK]自己。  她   她问自己	m:0.5025370499311518	f:0.4974629500688483
她谈到[MASK]自己。 她   她谈到自己	m:0.5049718991229052	f:0.4950281008770948
不论演什么，她总表现[MASK]自己，永远只表现她自己。 她   她表现自己	f:0.7222834715271715	m:0.27771652847282846
噢，但愿妈妈多控制[MASK]自己一些吧！她   但愿妈妈多控制自己	m:0.5278138937260669	f:0.4721861062739331
她的歌唱太像[MASK]自己了。     她   她唱得像自己	f:0.5004079373579571	m:0.499592062642043
她了解[MASK]自己的。    她   她了解自己	f:0.5073765323363248	m:0.49262346766367515
接着她又分析[MASK]自己。   她  她分析自己	f:0.5187927652460224	m:0.48120723475397764
有几份礼物是属于[MASK]自己的，但是她做得很好，她等到每一个孩子都收到了礼物，才把自己的礼	f:0.7283869502318475	m:0.27161304976815237
他告诉[MASK]自己答应苏小姐明天去望病，问她去不去。	m:0.5672133173849014	f:0.4327866826150985
她只是做[MASK]自己罢了。	f:0.5074820426689575	m:0.49251795733104264
迟早她不得不结束[MASK]自己！	f:0.5990279022628561	m:0.4009720977371438
姑娘可以忘记[MASK]自己，不再扮演这类角色。	f:0.5096292081117569	m:0.49037079188824306
她哭[MASK]自己，也哭普天下一切希望都已成为泡影的人们。	f:0.5000342806742455	m:0.4999657193257545
凯丽告诉[MASK]自己，她不是因为寒冷而颤抖，而是因为能在那座大房子里进餐过于兴奋而	m:0.5560282721062212	f:0.4439717278937789
你问问[MASK]自己，她干了些什么事？	f:0.5520077452522707	m:0.44799225474772936
金嫣了解[MASK]自己，她的爱是抽象的，却更是磅礴的，席卷的，包裹的，母老虎式的。	f:0.530981799838249	m:0.469018200161751
在一袭白衣之下，她在体会[MASK]自己，并且在脖子上预感到刀锋的锐利。	f:0.5017014248981373	m:0.49829857510186276
这里有一位满身灰尘的年老的教堂领座人，她只供养[MASK]自己，并觉得这就够她操心费神的。	f:0.5660763505807569	m:0.43392364941924305
她恨[MASK]自己，恨她的丈夫，恨天赐；世界上再没有爱。	f:0.6667925203476259	m:0.33320747965237413
雏子喜欢谈[MASK]自己，我则喜欢听她说。	f:0.521263146577154	m:0.47873685342284594
她可以想象[MASK]自己，浑身重孝，她那红喷喷的脸上可戴不了孝……	f:0.5485997399433677	m:0.4514002600566322
故事的主人公是[MASK]自己，而发生的地点是托基。	m:0.5843430208149998	f:0.4156569791850002
她问[MASK]自己，而她自己的意识里是有一个答案的。	f:0.6397264562824039	m:0.36027354371759607
她在惩罚[MASK]自己，钱大概都化作杯中物下肚了。	f:0.5792093736449294	m:0.4207906263550706
