he	her	me	it
0.044489383697509766	0.5920552015304565	0.18917573988437653	0.03371880203485489
0.6510138511657715	0.0016333248931914568	0.20624904334545135	0.016527634114027023
0.6922208070755005	0.003357944078743458	0.16818061470985413	0.020870767533779144
0.7129620313644409	0.001991481287404895	0.14074096083641052	0.019281575456261635
0.06590203195810318	0.6553980112075806	0.11063417792320251	0.034500982612371445
0.6642496585845947	0.0016224527498707175	0.18270665407180786	0.015538744628429413
0.047122541815042496	0.6354146599769592	0.16131262481212616	0.03216789662837982
0.7290911078453064	0.0012340698158368468	0.14454001188278198	0.017113270238041878
0.5718140602111816	0.0033054219093173742	0.24655836820602417	0.013257925398647785
0.759265124797821	0.0006649123388342559	0.1011989563703537	0.006743146106600761
0.5773310661315918	0.003732523648068309	0.20920734107494354	0.016360512003302574
0.6280325055122375	0.0018458557315170765	0.20789964497089386	0.011209382675588131
0.028432825580239296	0.6058237552642822	0.19739115238189697	0.00894119031727314
0.6837384104728699	0.0006339559331536293	0.1029125452041626	0.028038805350661278
0.03640957176685333	0.5520738959312439	0.12356095761060715	0.04695971682667732
0.09595054388046265	0.44838854670524597	0.1535254865884781	0.057232704013586044
0.05419369041919708	0.5558719038963318	0.11290917545557022	0.050286147743463516
0.0901384949684143	0.5390483140945435	0.0897640511393547	0.047613441944122314
0.6590290665626526	0.0007399539463222027	0.11959023028612137	0.019963929429650307
0.7342976331710815	0.0005786266410723329	0.06954852491617203	0.030661804601550102
0.07929947972297668	0.5162815451622009	0.12634335458278656	0.047540925443172455
0.03987709805369377	0.52585768699646	0.17728473246097565	0.018748199567198753
0.6907725930213928	0.0005858307122252882	0.09391572326421738	0.005922198761254549
0.04627317562699318	0.5225419402122498	0.12242691963911057	0.02636163868010044
0.07597330957651138	0.5540810823440552	0.09779934585094452	0.05778702720999718
0.04573683813214302	0.5523183345794678	0.13387803733348846	0.02195415273308754
0.044056616723537445	0.5251135230064392	0.14087095856666565	0.014752179384231567
0.04382999241352081	0.5277891159057617	0.14919054508209229	0.029083766043186188
0.7123698592185974	0.00036291294964030385	0.14867500960826874	0.028534168377518654
0.045707620680332184	0.5438165664672852	0.15774010121822357	0.08829721063375473
0.12055270373821259	0.4635028541088104	0.18196025490760803	0.09475149214267731
0.7077630758285522	0.0005240339669398963	0.12103653699159622	0.04180828854441643
0.10374211519956589	0.4841129183769226	0.15679538249969482	0.09221965074539185
0.7215869426727295	0.00042998127173632383	0.14128315448760986	0.021773627027869225
0.7743706107139587	0.0002422144025331363	0.09575527906417847	0.0319635234773159
0.08765454590320587	0.5052263736724854	0.2072727233171463	0.06948655098676682
0.04851377010345459	0.5630866289138794	0.21337126195430756	0.023998109623789787
0.7254686951637268	0.00038721354212611914	0.09283235669136047	0.0067696417681872845
0.07804751396179199	0.56608647108078	0.14110639691352844	0.053066153079271317
0.6997960805892944	0.00045799542567692697	0.15754206478595734	0.014632648788392544
0.7548658847808838	0.000471407052827999	0.12740427255630493	0.011622842401266098
0.07002674043178558	0.5172306895256042	0.21369978785514832	0.048743948340415955
0.6949877738952637	0.0003336386289447546	0.14915162324905396	0.036971062421798706
0.5193631649017334	0.0003394880041014403	0.2144443839788437	0.03410862758755684
0.5871965885162354	0.00031448263325728476	0.18090179562568665	0.05293722823262215
0.5974570512771606	0.0004325663612689823	0.1520167887210846	0.05901437625288963
0.6475558876991272	0.0002598609426058829	0.12102338671684265	0.04515538737177849
0.5938749313354492	0.00044467233237810433	0.2036084681749344	0.031944144517183304
0.08462607115507126	0.4726144075393677	0.1768726110458374	0.12463592737913132
0.07975901663303375	0.47535237669944763	0.24613212049007416	0.07343107461929321
0.04263412207365036	0.5639752745628357	0.2201848179101944	0.021516064181923866
0.059613075107336044	0.5522361993789673	0.14741817116737366	0.018687253817915916
0.060100652277469635	0.5430198311805725	0.17694002389907837	0.052613794803619385
0.6839464902877808	0.0002650527167133987	0.1206023246049881	0.05435340106487274
0.6406209468841553	0.0003760962572414428	0.19275382161140442	0.01688978634774685
0.0678228884935379	0.44476303458213806	0.27799639105796814	0.024351267144083977
0.061755213886499405	0.4401510953903198	0.27924180030822754	0.05382765084505081
0.650447428226471	0.0002541768772061914	0.20546185970306396	0.028724057599902153
0.03332403302192688	0.4526269733905792	0.2722533941268921	0.05920787528157234
0.0938446968793869	0.38050371408462524	0.3122243583202362	0.08265890181064606
0.051091425120830536	0.5362309813499451	0.22536425292491913	0.06536176055669785
0.6908021569252014	0.00024159110034815967	0.1287653148174286	0.033493801951408386
0.6065633893013	0.0003559518081601709	0.23158417642116547	0.02793831191956997
0.6899982690811157	0.00022688665194436908	0.16233697533607483	0.03536254167556763
0.6406241655349731	0.00023968459572643042	0.2151830643415451	0.02721371501684189
0.596873939037323	0.00044164923019707203	0.26305705308914185	0.013818633742630482
0.6269540190696716	0.00020929559832438827	0.1334327608346939	0.008435091935098171
0.6550136208534241	0.0005402053357101977	0.18160021305084229	0.02587527595460415
0.03963402658700943	0.5069677829742432	0.27399739623069763	0.02416447550058365
0.055992189794778824	0.4697759747505188	0.27936887741088867	0.02067548595368862
0.058956507593393326	0.6114832162857056	0.12302036583423615	0.03907192125916481
0.04664338007569313	0.6132469773292542	0.09800607711076736	0.053649093955755234
0.7009748816490173	0.0012234414462000132	0.09624520689249039	0.04353715851902962
0.6978162527084351	0.0015607982641085982	0.10254833847284317	0.03611452132463455
0.0941845178604126	0.5659144520759583	0.088840551674366	0.06818953901529312
0.047117214649915695	0.5991305112838745	0.14103247225284576	0.029311208054423332
0.7385945916175842	0.0007945335819385946	0.08907277882099152	0.030129583552479744
0.7307277321815491	0.0007303183083422482	0.09749904274940491	0.025236913934350014
0.5853551030158997	0.0016664681024849415	0.17926399409770966	0.013710849918425083
0.5748052000999451	0.0010453115683048964	0.11863438040018082	0.007395574823021889
0.607822597026825	0.00173176231328398	0.12667281925678253	0.025791829451918602
0.6159482598304749	0.0010108333081007004	0.15211237967014313	0.015353534370660782
0.0484585277736187	0.5492623448371887	0.1672738492488861	0.02027151733636856
0.7247543334960938	0.00025647543952800333	0.14580684900283813	0.024130821228027344
0.6684330701828003	0.0003142994246445596	0.16196054220199585	0.027584239840507507
0.760994017124176	0.0003212477022316307	0.11899884790182114	0.027442315593361855
0.059296153485774994	0.6014856696128845	0.18398939073085785	0.04228028655052185
0.10645481944084167	0.5668720006942749	0.14730285108089447	0.057914480566978455
0.05449920892715454	0.4771643877029419	0.28907057642936707	0.03109203465282917
0.07898177206516266	0.5474861264228821	0.18978190422058105	0.06662371754646301
0.07620542496442795	0.530174970626831	0.2351553738117218	0.04224749282002449
0.0443938747048378	0.4588180482387543	0.346532940864563	0.015940923243761063
0.6969617009162903	0.00020458445942495018	0.12473879009485245	0.005616080481559038
0.05897870287299156	0.5632971525192261	0.18435056507587433	0.03155605122447014
0.6768524050712585	0.0003789896727539599	0.18527865409851074	0.009814213030040264
0.0648406371474266	0.488790899515152	0.25086116790771484	0.014889469370245934
0.6298513412475586	0.00088170834351331	0.17370042204856873	0.07970191538333893
0.41472506523132324	0.0007800713647156954	0.19962933659553528	0.22094804048538208
0.19273953139781952	0.3172115087509155	0.17738750576972961	0.18477708101272583
0.6134841442108154	0.0013513934100046754	0.13488724827766418	0.11918047815561295
0.6214756965637207	0.0005124566378071904	0.12397006154060364	0.0993938222527504
0.6377038955688477	0.0010608184384182096	0.15246286988258362	0.07110420614480972
0.17156663537025452	0.3643437922000885	0.15242376923561096	0.16596932709217072
0.15382078289985657	0.27583032846450806	0.233594611287117	0.15565624833106995
0.09450622648000717	0.44123953580856323	0.16048003733158112	0.10800527781248093
0.17628948390483856	0.3158648908138275	0.12841464579105377	0.08204221725463867
0.10699248313903809	0.3008251190185547	0.19938848912715912	0.1622190773487091
0.7337633967399597	0.0006032938254065812	0.10909497737884521	0.06566854566335678
0.12913374602794647	0.3315048813819885	0.1996999830007553	0.11901793628931046
0.12197153270244598	0.22815963625907898	0.26521506905555725	0.09354611486196518
