接着她又分析[MASK]自己——她觉得她自己的思想，和她现在的生活和所处的地位是完全相反的	f:0.5694973722643747	m:0.4305026277356253
她屡次问[MASK]自己。	f:0.5115640436665542	m:0.4884359563334459
说：“骂我们就是骂[MASK]自己。”	m:0.5501158095990281	f:0.44988419040097194
她怕[MASK]自己。	f:0.5224452574578784	m:0.4775547425421216
她问[MASK]自己。	f:0.56406084968381	m:0.43593915031619
这要问[MASK]自己。	m:0.5012334568026422	f:0.49876654319735786
然而，如果跟这个相反，到底是什么态度完全取决于[MASK]自己。	m:0.5071024078745789	f:0.4928975921254211
她谈到[MASK]自己。	f:0.522789877325433	m:0.4772101226745669
不定的身份之中，可以有无限不同的名称来命名，但这身份的可见性取决于[MASK]自己。	m:0.5245199206277401	f:0.47548007937225995
不论演什么，她总表现[MASK]自己，永远只表现她自己。	f:0.7069510571849483	m:0.2930489428150516
“噢，但愿妈妈多控制[MASK]自己一些吧！	m:0.5013105750803405	f:0.4986894249196595
尽管这个念头让[MASK]自己也感到害怕，尽管她知道说出这番话会让自已的感情变得无比脆弱，但	f:0.7189790672316607	m:0.2810209327683392
这使[MASK]自己也感到点有失体统，而又不能不顺着语气儿骂下去。	m:0.5078630669864082	f:0.49213693301359185
她的歌唱太像[MASK]自己了。	f:0.6158584318639375	m:0.3841415681360624
便笑道：“这样罢，以后每逢三天，就给你来一封信，这信让[MASK]自己写，她要有什么事委屈，一定会写信告诉你的，	f:0.6381082056910651	m:0.3618917943089349
若是让[MASK]自己去买，她可绝对地不能买这么多，也不就是红花吗！	f:0.6652113846285611	m:0.33478861537143895
绮霞走时[MASK]自己同三妹、翠环都哭过一场。	f:0.5005856279399767	m:0.49941437206002326
她了解[MASK]自己的。	f:0.5960137525773936	m:0.4039862474226063
接着她又分析[MASK]自己——她觉得她自己的思想，和她现在的生活和所处的地位是完全相反的。	f:0.5564205902797031	m:0.44357940972029675
当她确是[MASK]自己的时候，她回想过去，决无悲伤与悔恨，只是愤怒慧反复地自己分析，	f:0.5828745366463388	m:0.4171254633536612
有几份礼物是属于[MASK]自己的，但是她做得很好，她等到每一个孩子都收到了礼物，才把自己的礼	f:0.7288241639926476	m:0.2711758360073524
他告诉[MASK]自己答应苏小姐明天去望病，问她去不去。	f:0.5307028278642034	m:0.4692971721357966
她只是做[MASK]自己罢了。	f:0.5907791373216683	m:0.40922086267833174
迟早她不得不结束[MASK]自己！	f:0.6609953406319706	m:0.33900465936802937
姑娘可以忘记[MASK]自己，不再扮演这类角色。	f:0.5829396318479758	m:0.41706036815202413
她哭[MASK]自己，也哭普天下一切希望都已成为泡影的人们。	f:0.5372217865456611	m:0.46277821345433895
凯丽告诉[MASK]自己，她不是因为寒冷而颤抖，而是因为能在那座大房子里进餐过于兴奋而	f:0.6175855066379918	m:0.38241449336200817
你问问[MASK]自己，她干了些什么事？	f:0.6706538247725757	m:0.32934617522742426
金嫣了解[MASK]自己，她的爱是抽象的，却更是磅礴的，席卷的，包裹的，母老虎式的。	f:0.5127129217783756	m:0.4872870782216245
在一袭白衣之下，她在体会[MASK]自己，并且在脖子上预感到刀锋的锐利。	m:0.5000347343447524	f:0.49996526565524746
这里有一位满身灰尘的年老的教堂领座人，她只供养[MASK]自己，并觉得这就够她操心费神的。	f:0.6544189068891331	m:0.3455810931108668
她恨[MASK]自己，恨她的丈夫，恨天赐；世界上再没有爱。	f:0.689564717510473	m:0.310435282489527
雏子喜欢谈[MASK]自己，我则喜欢听她说。	f:0.5436715014987751	m:0.4563284985012249
她可以想象[MASK]自己，浑身重孝，她那红喷喷的脸上可戴不了孝……	f:0.5333742247750003	m:0.46662577522499965
故事的主人公是[MASK]自己，而发生的地点是托基。	m:0.6070232748711901	f:0.3929767251288098
她问[MASK]自己，而她自己的意识里是有一个答案的。	f:0.6289106258934719	m:0.371089374106528
她在惩罚[MASK]自己，钱大概都化作杯中物下肚了。"	f:0.636012031867624	m:0.363987968132376
既然这间原始的办公室属于[MASK]自己，除了病人任何人都禁止入内，有必要各方面都很隐蔽，可最麻烦的是	m:0.5356822445434384	f:0.4643177554565617
