如果他只要将手中的剑举起，看着一抹黑影无声无息地掠向了自己，那么黑影掠向了[MASK]。	t:0.33333905585342855	f:0.33333227234522056	m:0.3333286718013508
如果新的门就在眼前，他却不知道那后面是什么在等待自己，那么后面有东西在等待[MASK]。	t:0.3333632081165992	m:0.33331885588636195	f:0.3333179359970389
如果她想那些东西若被搜查着，日本兵的刺刀会刺通了自己，那么刺刀刺痛了[MASK]。	t:0.3333423656160291	f:0.3333316749550888	m:0.33332595942888205
如果她感到它在暗中牢牢地控制着自己，那么它在控制[MASK]。	t:0.3333410629803534	f:0.3333310870316938	m:0.33332784998795284
如果男子知道旋律已经以虎钳般的力量抓住了自己，那么旋律抓住了[MASK]。	t:0.3333398003252957	f:0.3333307474351809	m:0.3333294522395234
如果他认为猝死会逼近自己，那么猝死逼近[MASK]。	t:0.3333506909712592	f:0.3333272831346667	m:0.3333220258940741
如果我甚至感到土黄色的地面都在威胁着自己，那么地面在威胁[MASK]。	w:0.25000699012478106	t:0.25000446158155926	f:0.24999636441597964	m:0.24999218387768002
如果杰克感到错综复杂的各类情感像刀子一样切割自己，那么情感像刀子在切割[MASK]。	t:0.3333443048923997	f:0.33332871488718213	m:0.3333269802204182
如果适才他只是假定了几十只摄影机的黑洞洞的独眼包围着自己，那么独眼包围着[MASK]。	t:0.33334264204658165	f:0.3333301176668107	m:0.3333272402866076
如果她只是无形中感到杰克那无拘无束的态度在不断地威胁着自己，那么杰克的态度在威胁[MASK]。	t:0.33333931205643874	f:0.3333304551669699	m:0.3333302327765914
如果她觉着有个东西狠狠垫了自己一下，那么有东西垫了[MASK]。	t:0.33334055627447023	f:0.33333341931369115	m:0.33332602441183856
如果他刚装了一副假牙，还拿定了这种奶酪最合适自己，那么这种奶酪最适合[MASK]。	t:0.33334683350137295	f:0.3333268940363073	m:0.3333262724623198
如果他还不懂得瘟疫在威胁着自己，那么瘟疫威胁着[MASK]。	t:0.3333457173352122	f:0.33332774435559065	m:0.3333265383091972
如果走出帐篷时，他感到那早已忘掉的高山雪夜的死一般的寂静笼罩着自己，那么寂静笼罩着[MASK]。	t:0.33335982997700714	f:0.33332156952524133	m:0.3333186004977516
如果他觉得可能是风里的那个东西抓住了克洛维斯，他害怕那东西也会抓住自己，那么他害怕那东西会抓住[MASK]。	t:0.33335139280659964	f:0.33332575291182415	m:0.3333228542815762
