接着她又分析[MASK]自己——她觉得她自己的思想，和她现在的生活和所处的地位是完全相反的	m:0.5000139468647795	f:0.4999860531352206
她屡次问[MASK]自己。	m:0.5000060489219319	f:0.49999395107806804
说：“骂我们就是骂[MASK]自己。”	f:0.5000023713855626	m:0.4999976286144374
她怕[MASK]自己。	m:0.500004539225756	f:0.49999546077424395
她问[MASK]自己。	m:0.5000033272781366	f:0.4999966727218635
这要问[MASK]自己。	m:0.5000002061320856	f:0.4999997938679144
然而，如果跟这个相反，到底是什么态度完全取决于[MASK]自己。	f:0.5000012971006527	m:0.49999870289934734
她谈到[MASK]自己。	m:0.500003137193289	f:0.49999686280671085
不定的身份之中，可以有无限不同的名称来命名，但这身份的可见性取决于[MASK]自己。	f:0.5000012057694789	m:0.49999879423052107
不论演什么，她总表现[MASK]自己，永远只表现她自己。	f:0.5000001378730303	m:0.4999998621269697
“噢，但愿妈妈多控制[MASK]自己一些吧！	m:0.5000038083719572	f:0.4999961916280427
尽管这个念头让[MASK]自己也感到害怕，尽管她知道说出这番话会让自已的感情变得无比脆弱，但	f:0.5000014082233974	m:0.4999985917766026
这使[MASK]自己也感到点有失体统，而又不能不顺着语气儿骂下去。	m:0.5000023417392185	f:0.49999765826078146
她的歌唱太像[MASK]自己了。	f:0.5000001849259661	m:0.4999998150740339
便笑道：“这样罢，以后每逢三天，就给你来一封信，这信让[MASK]自己写，她要有什么事委屈，一定会写信告诉你的，	m:0.5000007834473763	f:0.4999992165526237
若是让[MASK]自己去买，她可绝对地不能买这么多，也不就是红花吗！	m:0.5000004035346137	f:0.4999995964653863
绮霞走时[MASK]自己同三妹、翠环都哭过一场。	m:0.5000154264222325	f:0.4999845735777675
她了解[MASK]自己的。	m:0.5000000084369276	f:0.4999999915630724
接着她又分析[MASK]自己——她觉得她自己的思想，和她现在的生活和所处的地位是完全相反的。	m:0.5000159377359469	f:0.49998406226405306
当她确是[MASK]自己的时候，她回想过去，决无悲伤与悔恨，只是愤怒慧反复地自己分析，	m:0.5000074932422643	f:0.49999250675773566
有几份礼物是属于[MASK]自己的，但是她做得很好，她等到每一个孩子都收到了礼物，才把自己的礼	m:0.5000009398515886	f:0.49999906014841144
他告诉[MASK]自己答应苏小姐明天去望病，问她去不去。	m:0.5000000579401558	f:0.4999999420598442
她只是做[MASK]自己罢了。	m:0.5000013422439906	f:0.4999986577560094
迟早她不得不结束[MASK]自己！	m:0.5000025923072826	f:0.49999740769271744
姑娘可以忘记[MASK]自己，不再扮演这类角色。	m:0.5000006721570571	f:0.4999993278429428
她哭[MASK]自己，也哭普天下一切希望都已成为泡影的人们。	m:0.5000079028650355	f:0.4999920971349645
凯丽告诉[MASK]自己，她不是因为寒冷而颤抖，而是因为能在那座大房子里进餐过于兴奋而	f:0.5000000108107088	m:0.4999999891892912
你问问[MASK]自己，她干了些什么事？	f:0.5000003131758604	m:0.4999996868241396
金嫣了解[MASK]自己，她的爱是抽象的，却更是磅礴的，席卷的，包裹的，母老虎式的。	f:0.500000166491418	m:0.499999833508582
在一袭白衣之下，她在体会[MASK]自己，并且在脖子上预感到刀锋的锐利。	m:0.5000073050507575	f:0.4999926949492424
这里有一位满身灰尘的年老的教堂领座人，她只供养[MASK]自己，并觉得这就够她操心费神的。	m:0.5000003753544888	f:0.4999996246455112
她恨[MASK]自己，恨她的丈夫，恨天赐；世界上再没有爱。	m:0.5000005720839908	f:0.49999942791600915
雏子喜欢谈[MASK]自己，我则喜欢听她说。	m:0.5000001769194569	f:0.4999998230805431
她可以想象[MASK]自己，浑身重孝，她那红喷喷的脸上可戴不了孝……	f:0.50000021937376	m:0.49999978062623995
故事的主人公是[MASK]自己，而发生的地点是托基。	f:0.5000008388760762	m:0.49999916112392384
她问[MASK]自己，而她自己的意识里是有一个答案的。	m:0.5000019702620193	f:0.4999980297379807
她在惩罚[MASK]自己，钱大概都化作杯中物下肚了。"	f:0.500000149402922	m:0.49999985059707797
既然这间原始的办公室属于[MASK]自己，除了病人任何人都禁止入内，有必要各方面都很隐蔽，可最麻烦的是	f:0.5000003882812507	m:0.4999996117187493
