接着她又分析<mask>自己——她觉得她自己的思想，和她现在的生活和所处的地位是完全相反的	f:0.502827943881329	m:0.49717205611867105
她屡次问<mask>自己。	m:0.500243475175776	f:0.4997565248242239
说：“骂我们就是骂<mask>自己。”	m:0.5035250409636193	f:0.4964749590363806
她怕<mask>自己。	m:0.5008091994015612	f:0.4991908005984388
她问<mask>自己。	m:0.5023906314181055	f:0.4976093685818945
这要问<mask>自己。	m:0.5133557241498541	f:0.4866442758501459
然而，如果跟这个相反，到底是什么态度完全取决于<mask>自己。	m:0.5252535404919069	f:0.4747464595080932
她谈到<mask>自己。	f:0.5007015350327864	m:0.4992984649672137
不定的身份之中，可以有无限不同的名称来命名，但这身份的可见性取决于<mask>自己。	m:0.5140402233662738	f:0.48595977663372614
不论演什么，她总表现<mask>自己，永远只表现她自己。	f:0.5849977297606908	m:0.4150022702393093
“噢，但愿妈妈多控制<mask>自己一些吧！	m:0.5003833873610223	f:0.4996166126389778
尽管这个念头让<mask>自己也感到害怕，尽管她知道说出这番话会让自已的感情变得无比脆弱，但	f:0.625703725564769	m:0.374296274435231
这使<mask>自己也感到点有失体统，而又不能不顺着语气儿骂下去。	m:0.6013734510529914	f:0.3986265489470086
她的歌唱太像<mask>自己了。	f:0.6291507860157984	m:0.37084921398420156
便笑道：“这样罢，以后每逢三天，就给你来一封信，这信让<mask>自己写，她要有什么事委屈，一定会写信告诉你的，	f:0.5801534122151061	m:0.41984658778489387
若是让<mask>自己去买，她可绝对地不能买这么多，也不就是红花吗！	f:0.5450329242638192	m:0.45496707573618084
绮霞走时<mask>自己同三妹、翠环都哭过一场。	f:0.5000207526818367	m:0.49997924731816334
她了解<mask>自己的。	f:0.5000143127399457	m:0.4999856872600542
接着她又分析<mask>自己——她觉得她自己的思想，和她现在的生活和所处的地位是完全相反的。	f:0.5025886946601166	m:0.4974113053398834
当她确是<mask>自己的时候，她回想过去，决无悲伤与悔恨，只是愤怒慧反复地自己分析，	f:0.5005184700163959	m:0.49948152998360407
有几份礼物是属于<mask>自己的，但是她做得很好，她等到每一个孩子都收到了礼物，才把自己的礼	f:0.6550505873729865	m:0.3449494126270135
他告诉<mask>自己答应苏小姐明天去望病，问她去不去。	f:0.6720488431182293	m:0.3279511568817707
她只是做<mask>自己罢了。	f:0.500626938787486	m:0.49937306121251407
迟早她不得不结束<mask>自己！	f:0.5053071093150032	m:0.49469289068499683
姑娘可以忘记<mask>自己，不再扮演这类角色。	f:0.50378283078274	m:0.49621716921725995
她哭<mask>自己，也哭普天下一切希望都已成为泡影的人们。	m:0.5001249455718975	f:0.4998750544281025
凯丽告诉<mask>自己，她不是因为寒冷而颤抖，而是因为能在那座大房子里进餐过于兴奋而	f:0.5104325301928514	m:0.4895674698071487
你问问<mask>自己，她干了些什么事？	f:0.5395388907362342	m:0.4604611092637658
金嫣了解<mask>自己，她的爱是抽象的，却更是磅礴的，席卷的，包裹的，母老虎式的。	f:0.5015234124738102	m:0.49847658752618984
在一袭白衣之下，她在体会<mask>自己，并且在脖子上预感到刀锋的锐利。	m:0.5000908207502124	f:0.4999091792497877
这里有一位满身灰尘的年老的教堂领座人，她只供养<mask>自己，并觉得这就够她操心费神的。	f:0.5009036168397288	m:0.4990963831602712
她恨<mask>自己，恨她的丈夫，恨天赐；世界上再没有爱。	f:0.5821397977050822	m:0.4178602022949179
雏子喜欢谈<mask>自己，我则喜欢听她说。	f:0.5148915757109751	m:0.485108424289025
她可以想象<mask>自己，浑身重孝，她那红喷喷的脸上可戴不了孝……	m:0.5000834334633951	f:0.4999165665366049
故事的主人公是<mask>自己，而发生的地点是托基。	m:0.5016059955300134	f:0.49839400446998666
她问<mask>自己，而她自己的意识里是有一个答案的。	m:0.5021915581825829	f:0.4978084418174171
她在惩罚<mask>自己，钱大概都化作杯中物下肚了。"	f:0.5056149070579367	m:0.49438509294206334
既然这间原始的办公室属于<mask>自己，除了病人任何人都禁止入内，有必要各方面都很隐蔽，可最麻烦的是	m:0.5024586068214045	f:0.49754139317859547
