接着她又分析<mask>自己——她觉得她自己的思想，和她现在的生活和所处的地位是完全相反的	f:0.5206577105523397	m:0.47934228944766044
她屡次问<mask>自己。	m:0.5021990502372268	f:0.4978009497627732
说：“骂我们就是骂<mask>自己。”	m:0.5043644685959966	f:0.49563553140400346
她怕<mask>自己。	m:0.5013976492604929	f:0.4986023507395071
她问<mask>自己。	m:0.5064777453121905	f:0.4935222546878096
这要问<mask>自己。	m:0.5129301383596508	f:0.4870698616403491
然而，如果跟这个相反，到底是什么态度完全取决于<mask>自己。	m:0.5133409797223604	f:0.48665902027763963
她谈到<mask>自己。	m:0.5180947941760232	f:0.4819052058239768
不定的身份之中，可以有无限不同的名称来命名，但这身份的可见性取决于<mask>自己。	m:0.5075381947443468	f:0.49246180525565314
不论演什么，她总表现<mask>自己，永远只表现她自己。	f:0.7059875095948307	m:0.29401249040516936
“噢，但愿妈妈多控制<mask>自己一些吧！	f:0.5022176187591177	m:0.49778238124088225
尽管这个念头让<mask>自己也感到害怕，尽管她知道说出这番话会让自已的感情变得无比脆弱，但	f:0.5103528241351617	m:0.4896471758648383
这使<mask>自己也感到点有失体统，而又不能不顺着语气儿骂下去。	m:0.5058391121721171	f:0.4941608878278829
她的歌唱太像<mask>自己了。	f:0.6173928772287243	m:0.3826071227712758
便笑道：“这样罢，以后每逢三天，就给你来一封信，这信让<mask>自己写，她要有什么事委屈，一定会写信告诉你的，	f:0.546226190971344	m:0.453773809028656
若是让<mask>自己去买，她可绝对地不能买这么多，也不就是红花吗！	f:0.5328877864351418	m:0.4671122135648583
绮霞走时<mask>自己同三妹、翠环都哭过一场。	f:0.5000222845837777	m:0.4999777154162222
她了解<mask>自己的。	f:0.5167829112435686	m:0.4832170887564314
接着她又分析<mask>自己——她觉得她自己的思想，和她现在的生活和所处的地位是完全相反的。	f:0.5304102169896303	m:0.4695897830103696
当她确是<mask>自己的时候，她回想过去，决无悲伤与悔恨，只是愤怒慧反复地自己分析，	f:0.5032292700398727	m:0.4967707299601273
有几份礼物是属于<mask>自己的，但是她做得很好，她等到每一个孩子都收到了礼物，才把自己的礼	f:0.6387587955884272	m:0.3612412044115728
他告诉<mask>自己答应苏小姐明天去望病，问她去不去。	f:0.5387547574594305	m:0.46124524254056953
她只是做<mask>自己罢了。	f:0.5240488860128658	m:0.47595111398713413
迟早她不得不结束<mask>自己！	f:0.5118337163934094	m:0.4881662836065906
姑娘可以忘记<mask>自己，不再扮演这类角色。	f:0.5028507704435754	m:0.4971492295564246
她哭<mask>自己，也哭普天下一切希望都已成为泡影的人们。	f:0.5114137172185584	m:0.4885862827814416
凯丽告诉<mask>自己，她不是因为寒冷而颤抖，而是因为能在那座大房子里进餐过于兴奋而	f:0.592423070173845	m:0.407576929826155
你问问<mask>自己，她干了些什么事？	f:0.6240593955126041	m:0.37594060448739586
金嫣了解<mask>自己，她的爱是抽象的，却更是磅礴的，席卷的，包裹的，母老虎式的。	f:0.5051276702148384	m:0.49487232978516155
在一袭白衣之下，她在体会<mask>自己，并且在脖子上预感到刀锋的锐利。	f:0.5013509278956859	m:0.49864907210431403
这里有一位满身灰尘的年老的教堂领座人，她只供养<mask>自己，并觉得这就够她操心费神的。	f:0.532992494246324	m:0.46700750575367594
她恨<mask>自己，恨她的丈夫，恨天赐；世界上再没有爱。	f:0.6478875182221611	m:0.352112481777839
雏子喜欢谈<mask>自己，我则喜欢听她说。	f:0.5706344150719374	m:0.42936558492806276
她可以想象<mask>自己，浑身重孝，她那红喷喷的脸上可戴不了孝……	f:0.529016396490044	m:0.47098360350995605
故事的主人公是<mask>自己，而发生的地点是托基。	f:0.503115138477314	m:0.496884861522686
她问<mask>自己，而她自己的意识里是有一个答案的。	f:0.5503242217277656	m:0.4496757782722343
她在惩罚<mask>自己，钱大概都化作杯中物下肚了。"	f:0.5165882373928072	m:0.48341176260719265
既然这间原始的办公室属于<mask>自己，除了病人任何人都禁止入内，有必要各方面都很隐蔽，可最麻烦的是	m:0.5066131426929299	f:0.49338685730707016
