如果他只要将手中的剑举起，看着一抹黑影无声无息地掠向了自己，那么黑影掠向了<mask>。	m:0.34323861105650244	t:0.3285200055480418	f:0.3282413833954558
如果新的门就在眼前，他却不知道那后面是什么在等待自己，那么后面有东西在等待<mask>。	m:0.43637894282546424	t:0.2821959276180852	f:0.28142512955645044
如果她想那些东西若被搜查着，日本兵的刺刀会刺通了自己，那么刺刀刺痛了<mask>。	f:0.3591344677745317	t:0.3205164665004636	m:0.32034906572500477
如果她感到它在暗中牢牢地控制着自己，那么它在控制<mask>。	f:0.4349634314112987	m:0.28478688923283557	t:0.2802496793558657
如果男子知道旋律已经以虎钳般的力量抓住了自己，那么旋律抓住了<mask>。	m:0.35916023319848794	f:0.3215137791782197	t:0.3193259876232923
如果他认为猝死会逼近自己，那么猝死逼近<mask>。	m:0.39246816464710943	t:0.3039250256616024	f:0.30360680969128834
如果我甚至感到土黄色的地面都在威胁着自己，那么地面在威胁<mask>。	w:0.3802227653369464	m:0.20714494193807967	t:0.20664494521508092	f:0.20598734750989314
如果杰克感到错综复杂的各类情感像刀子一样切割自己，那么情感像刀子在切割<mask>。	m:0.40016559852841627	f:0.3004625351443062	t:0.29937186632727764
如果适才他只是假定了几十只摄影机的黑洞洞的独眼包围着自己，那么独眼包围着<mask>。	m:0.38293596241443384	t:0.3088205051313658	f:0.30824353245420044
如果她只是无形中感到杰克那无拘无束的态度在不断地威胁着自己，那么杰克的态度在威胁<mask>。	f:0.4248328258600085	m:0.2907329777530162	t:0.28443419638697537
如果她觉着有个东西狠狠垫了自己一下，那么有东西垫了<mask>。	f:0.447555568606894	t:0.276797120654073	m:0.27564731073903287
如果他刚装了一副假牙，还拿定了这种奶酪最合适自己，那么这种奶酪最适合<mask>。	m:0.4274309643122759	t:0.2863933511765347	f:0.2861756845111893
如果他还不懂得瘟疫在威胁着自己，那么瘟疫威胁着<mask>。	m:0.388252892652248	t:0.3058812034196125	f:0.3058659039281395
如果走出帐篷时，他感到那早已忘掉的高山雪夜的死一般的寂静笼罩着自己，那么寂静笼罩着<mask>。	m:0.3886446730701242	t:0.30573690663069353	f:0.3056184202991823
如果他觉得可能是风里的那个东西抓住了克洛维斯，他害怕那东西也会抓住自己，那么他害怕那东西会抓住<mask>。	m:0.3763103219946237	f:0.3120087837475908	t:0.31168089425778533
